Purchase Key,Date Key,Supplier Key,Stock Item Key,WWI Purchase Order ID,Ordered Outers,Ordered Quantity,Received Outers,Package,Is Order Finalized,Lineage Key
1459,8/8/2013,20,16,370,131,1310,131,Each,1,10
1467,8/9/2013,20,16,372,143,1430,143,Each,1,10
1478,8/12/2013,20,16,376,144,1440,144,Each,1,10
1486,8/13/2013,20,16,378,142,1420,142,Each,1,10
1494,8/14/2013,20,16,380,147,1470,147,Each,1,10
1502,8/15/2013,20,16,382,145,1450,145,Each,1,10
1510,8/16/2013,20,16,384,143,1430,143,Each,1,10
1515,8/17/2013,20,16,386,4,40,4,Each,1,10
1523,8/19/2013,20,16,388,145,1450,145,Each,1,10
1531,8/20/2013,20,16,390,170,1700,170,Each,1,10
1539,8/21/2013,20,16,392,178,1780,178,Each,1,10
1547,8/22/2013,20,16,394,176,1760,176,Each,1,10
1555,8/23/2013,20,16,396,174,1740,174,Each,1,10
1558,8/24/2013,20,16,398,3,30,3,Each,1,10
1566,8/26/2013,20,16,400,182,1820,182,Each,1,10
1574,8/27/2013,20,16,402,189,1890,189,Each,1,10
1582,8/28/2013,20,16,404,187,1870,187,Each,1,10
1590,8/29/2013,20,16,406,197,1970,197,Each,1,10
1598,8/30/2013,20,16,408,195,1950,195,Each,1,10
1601,8/31/2013,20,16,410,2,20,2,Each,1,10
1609,9/2/2013,20,16,412,207,2070,207,Each,1,10
1617,9/3/2013,20,16,414,209,2090,209,Each,1,10
1625,9/4/2013,20,16,416,207,2070,207,Each,1,10
1633,9/5/2013,20,16,418,205,2050,205,Each,1,10
1641,9/6/2013,20,16,420,207,2070,207,Each,1,10
1652,9/9/2013,20,16,423,216,2160,216,Each,1,10
1660,9/10/2013,20,16,425,217,2170,217,Each,1,10
1668,9/11/2013,20,16,427,216,2160,216,Each,1,10
1676,9/12/2013,20,16,429,220,2200,220,Each,1,10
1684,9/13/2013,20,16,431,218,2180,218,Each,1,10
1695,9/16/2013,20,16,434,214,2140,214,Each,1,10
1703,9/17/2013,20,16,436,221,2210,221,Each,1,10
1711,9/18/2013,20,16,438,227,2270,227,Each,1,10
1719,9/19/2013,20,16,440,225,2250,225,Each,1,10
1727,9/20/2013,20,16,442,225,2250,225,Each,1,10
1736,9/23/2013,20,16,445,230,2300,230,Each,1,10
1744,9/24/2013,20,16,447,243,2430,243,Each,1,10
1752,9/25/2013,20,16,449,245,2450,245,Each,1,10
1760,9/26/2013,20,16,451,249,2490,249,Each,1,10
1768,9/27/2013,20,16,453,247,2470,247,Each,1,10
1769,9/28/2013,20,16,454,9,90,9,Each,1,10
1777,9/30/2013,20,16,456,254,2540,254,Each,1,10
1785,10/1/2013,20,16,458,265,2650,265,Each,1,10
1793,10/2/2013,20,16,460,263,2630,263,Each,1,10
1801,10/3/2013,20,16,462,262,2620,262,Each,1,10
1809,10/4/2013,20,16,464,270,2700,270,Each,1,10
1814,10/5/2013,20,16,466,8,80,8,Each,1,10
1822,10/7/2013,20,16,468,276,2760,276,Each,1,10
1830,10/8/2013,20,16,470,289,2890,289,Each,1,10
1838,10/9/2013,20,16,472,302,3020,302,Each,1,10
1846,10/10/2013,20,16,474,301,3010,301,Each,1,10
1854,10/11/2013,20,16,476,299,2990,299,Each,1,10
1865,10/14/2013,20,16,479,295,2950,295,Each,1,10
1873,10/15/2013,20,16,481,293,2930,293,Each,1,10
1881,10/16/2013,20,16,483,301,3010,301,Each,1,10
1889,10/17/2013,20,16,485,299,2990,299,Each,1,10
1897,10/18/2013,20,16,487,298,2980,298,Each,1,10
1901,10/19/2013,20,16,489,5,50,5,Each,1,10
1909,10/21/2013,20,16,491,301,3010,301,Each,1,10
1917,10/22/2013,20,16,493,309,3090,309,Each,1,10
1925,10/23/2013,20,16,495,307,3070,307,Each,1,10
1933,10/24/2013,20,16,497,310,3100,310,Each,1,10
1941,10/25/2013,20,16,499,320,3200,320,Each,1,10
1948,10/26/2013,20,16,501,8,80,8,Each,1,10
1956,10/28/2013,20,16,503,330,3300,330,Each,1,10
1964,10/29/2013,20,16,505,328,3280,328,Each,1,10
1972,10/30/2013,20,16,507,344,3440,344,Each,1,10
1980,10/31/2013,20,16,509,342,3420,342,Each,1,10
1988,11/1/2013,20,16,511,340,3400,340,Each,1,10
1992,11/2/2013,20,16,513,4,40,4,Each,1,10
2000,11/4/2013,20,16,515,351,3510,351,Each,1,10
2008,11/5/2013,20,16,517,352,3520,352,Each,1,10
2016,11/6/2013,20,16,519,373,3730,373,Each,1,10
2024,11/7/2013,20,16,521,371,3710,371,Each,1,10
2032,11/8/2013,20,16,523,369,3690,369,Each,1,10
2042,11/11/2013,20,16,526,370,3700,370,Each,1,10
2050,11/12/2013,20,16,528,377,3770,377,Each,1,10
2058,11/13/2013,20,16,530,381,3810,381,Each,1,10
2066,11/14/2013,20,16,532,379,3790,379,Each,1,10
2074,11/15/2013,20,16,534,390,3900,390,Each,1,10
2085,11/18/2013,20,16,537,393,3930,393,Each,1,10
2093,11/19/2013,20,16,539,414,4140,414,Each,1,10
2101,11/20/2013,20,16,541,428,4280,428,Each,1,10
2109,11/21/2013,20,16,543,434,4340,434,Each,1,10
2117,11/22/2013,20,16,545,432,4320,432,Each,1,10
2126,11/25/2013,20,16,548,428,4280,428,Each,1,10
2134,11/26/2013,20,16,550,439,4390,439,Each,1,10
2142,11/27/2013,20,16,552,445,4450,445,Each,1,10
2150,11/28/2013,20,16,554,449,4490,449,Each,1,10
2158,11/29/2013,20,16,556,457,4570,457,Each,1,10
2167,12/2/2013,20,16,559,467,4670,467,Each,1,10
2175,12/3/2013,20,16,561,471,4710,471,Each,1,10
2183,12/4/2013,20,16,563,477,4770,477,Each,1,10
2191,12/5/2013,20,16,565,477,4770,477,Each,1,10
2199,12/6/2013,20,16,567,487,4870,487,Each,1,10
2207,12/9/2013,20,16,569,485,4850,485,Each,1,10
2215,12/10/2013,20,16,571,483,4830,483,Each,1,10
2223,12/11/2013,20,16,573,481,4810,481,Each,1,10
2231,12/12/2013,20,16,575,479,4790,479,Each,1,10
2239,12/13/2013,20,16,577,489,4890,489,Each,1,10
2248,12/16/2013,20,16,580,485,4850,485,Each,1,10
2256,12/17/2013,20,16,582,483,4830,483,Each,1,10
2264,12/18/2013,20,16,584,481,4810,481,Each,1,10
2272,12/19/2013,20,16,586,493,4930,493,Each,1,10
2280,12/20/2013,20,16,588,493,4930,493,Each,1,10
2282,12/21/2013,20,16,590,2,20,2,Each,1,10
2290,12/23/2013,20,16,592,507,5070,507,Each,1,10
2298,12/24/2013,20,16,594,505,5050,505,Each,1,10
2306,12/25/2013,20,16,596,507,5070,507,Each,1,10
2314,12/26/2013,20,16,598,520,5200,520,Each,1,10
2322,12/27/2013,20,16,600,518,5180,518,Each,1,10
2331,12/30/2013,20,16,603,514,5140,514,Each,1,10
2339,12/31/2013,20,16,605,512,5120,512,Each,1,10
2341,1/1/2014,17,142,606,1010,12120,1010,Carton,1,10
2349,1/2/2014,17,142,608,1008,12096,1008,Carton,1,10
2357,1/3/2014,17,142,610,1006,12072,1006,Carton,1,10
2365,1/4/2014,17,142,612,11,132,11,Carton,1,10
2367,1/6/2014,17,142,613,1016,12192,1016,Carton,1,10
2375,1/7/2014,17,142,615,1027,12324,1027,Carton,1,10
2383,1/8/2014,17,142,617,1029,12348,1029,Carton,1,10
2391,1/9/2014,17,142,619,1027,12324,1027,Carton,1,10
2399,1/10/2014,17,142,621,1037,12444,1037,Carton,1,10
2408,1/13/2014,17,142,624,1044,12528,1044,Carton,1,10
2416,1/14/2014,17,142,626,1042,12504,1042,Carton,1,10
2424,1/15/2014,17,142,628,1040,12480,1040,Carton,1,10
2432,1/16/2014,17,142,630,1048,12576,1048,Carton,1,10
2440,1/17/2014,17,142,632,1053,12636,1053,Carton,1,10
2448,1/18/2014,17,142,634,3,36,3,Carton,1,10
2455,1/20/2014,17,142,636,1062,12744,1062,Carton,1,10
2463,1/21/2014,17,142,638,1060,12720,1060,Carton,1,10
2471,1/22/2014,17,142,640,1064,12768,1064,Carton,1,10
2479,1/23/2014,17,142,642,1067,12804,1067,Carton,1,10
2487,1/24/2014,17,142,644,1065,12780,1065,Carton,1,10
2496,1/27/2014,17,142,647,1067,12804,1067,Carton,1,10
2504,1/28/2014,17,142,649,1072,12864,1072,Carton,1,10
2512,1/29/2014,17,142,651,1078,12936,1078,Carton,1,10
2520,1/30/2014,17,142,653,1076,12912,1076,Carton,1,10
2528,1/31/2014,17,142,655,1084,13008,1084,Carton,1,10
2535,2/1/2014,17,142,657,10,120,10,Carton,1,10
2539,2/3/2014,17,142,659,1097,13164,1097,Carton,1,10
2547,2/4/2014,17,142,661,1102,13224,1102,Carton,1,10
2555,2/5/2014,17,142,663,1106,13272,1106,Carton,1,10
2563,2/6/2014,17,142,665,1122,13464,1122,Carton,1,10
2571,2/7/2014,17,142,667,1120,13440,1120,Carton,1,10
2578,2/8/2014,17,142,669,1,12,1,Carton,1,10
2584,2/10/2014,17,142,671,1119,13428,1119,Carton,1,10
2592,2/11/2014,17,142,673,1123,13476,1123,Carton,1,10
2600,2/12/2014,17,142,675,1121,13452,1121,Carton,1,10
2608,2/13/2014,17,142,677,1137,13644,1137,Carton,1,10
2616,2/14/2014,17,142,679,1139,13668,1139,Carton,1,10
2627,2/17/2014,17,142,682,1136,13632,1136,Carton,1,10
2635,2/18/2014,17,142,684,1144,13728,1144,Carton,1,10
2643,2/19/2014,17,142,686,1142,13704,1142,Carton,1,10
2651,2/20/2014,17,142,688,1143,13716,1143,Carton,1,10
2659,2/21/2014,17,142,690,1141,13692,1141,Carton,1,10
2671,2/24/2014,17,142,694,1142,13704,1142,Carton,1,10
2679,2/25/2014,17,142,696,1140,13680,1140,Carton,1,10
2687,2/26/2014,17,142,698,1164,13968,1164,Carton,1,10
2695,2/27/2014,17,142,700,1175,14100,1175,Carton,1,10
2703,2/28/2014,17,142,702,1173,14076,1173,Carton,1,10
2710,3/1/2014,17,142,704,10,120,10,Carton,1,10
2715,3/3/2014,17,142,706,1181,14172,1181,Carton,1,10
2723,3/4/2014,17,142,708,1179,14148,1179,Carton,1,10
2731,3/5/2014,17,142,710,1184,14208,1184,Carton,1,10
2739,3/6/2014,17,142,712,1182,14184,1182,Carton,1,10
2747,3/7/2014,17,142,714,1180,14160,1180,Carton,1,10
2756,3/10/2014,17,142,717,1177,14124,1177,Carton,1,10
2764,3/11/2014,17,142,719,1175,14100,1175,Carton,1,10
2772,3/12/2014,17,142,721,1173,14076,1173,Carton,1,10
2780,3/13/2014,17,142,723,1171,14052,1171,Carton,1,10
2788,3/14/2014,17,142,725,1169,14028,1169,Carton,1,10
2795,3/15/2014,17,142,727,10,120,10,Carton,1,10
2798,3/17/2014,17,142,729,1177,14124,1177,Carton,1,10
2806,3/18/2014,17,142,731,1188,14256,1188,Carton,1,10
2814,3/19/2014,17,142,733,1186,14232,1186,Carton,1,10
2822,3/20/2014,17,142,735,1186,14232,1186,Carton,1,10
2830,3/21/2014,17,142,737,1189,14268,1189,Carton,1,10
2841,3/24/2014,17,142,741,1185,14220,1185,Carton,1,10
2849,3/25/2014,17,142,743,1185,14220,1185,Carton,1,10
2857,3/26/2014,17,142,745,1186,14232,1186,Carton,1,10
2865,3/27/2014,17,142,747,1184,14208,1184,Carton,1,10
2873,3/28/2014,17,142,749,1187,14244,1187,Carton,1,10
2883,3/31/2014,17,142,752,1184,14208,1184,Carton,1,10
2891,4/1/2014,17,142,754,1191,14292,1191,Carton,1,10
2899,4/2/2014,17,142,756,1189,14268,1189,Carton,1,10
2907,4/3/2014,17,142,758,1188,14256,1188,Carton,1,10
2915,4/4/2014,17,142,760,1195,14340,1195,Carton,1,10
2928,4/7/2014,17,142,764,1197,14364,1197,Carton,1,10
2936,4/8/2014,17,142,766,1204,14448,1204,Carton,1,10
2944,4/9/2014,17,142,768,1202,14424,1202,Carton,1,10
2952,4/10/2014,17,142,770,1200,14400,1200,Carton,1,10
2960,4/11/2014,17,142,772,1198,14376,1198,Carton,1,10
2967,4/12/2014,17,142,774,5,60,5,Carton,1,10
2970,4/14/2014,17,142,776,1201,14412,1201,Carton,1,10
2978,4/15/2014,17,142,778,1199,14388,1199,Carton,1,10
2986,4/16/2014,17,142,780,1198,14376,1198,Carton,1,10
2994,4/17/2014,17,142,782,1196,14352,1196,Carton,1,10
3002,4/18/2014,17,142,784,1198,14376,1198,Carton,1,10
3011,4/21/2014,17,142,787,1195,14340,1195,Carton,1,10
3019,4/22/2014,17,142,789,1193,14316,1193,Carton,1,10
3027,4/23/2014,17,142,791,1191,14292,1191,Carton,1,10
3035,4/24/2014,17,142,793,1208,14496,1208,Carton,1,10
3043,4/25/2014,17,142,795,1219,14628,1219,Carton,1,10
3051,4/26/2014,17,142,797,2,24,2,Carton,1,10
3057,4/28/2014,17,142,799,1222,14664,1222,Carton,1,10
3065,4/29/2014,17,142,801,1220,14640,1220,Carton,1,10
3073,4/30/2014,17,142,803,1218,14616,1218,Carton,1,10
3081,5/1/2014,17,142,805,1216,14592,1216,Carton,1,10
3089,5/2/2014,17,142,807,1216,14592,1216,Carton,1,10
3103,5/5/2014,17,142,811,1212,14544,1212,Carton,1,10
3111,5/6/2014,17,142,813,1213,14556,1213,Carton,1,10
3119,5/7/2014,17,142,815,1211,14532,1211,Carton,1,10
3127,5/8/2014,17,142,817,1209,14508,1209,Carton,1,10
3135,5/9/2014,17,142,819,1222,14664,1222,Carton,1,10
3143,5/12/2014,17,142,821,1224,14688,1224,Carton,1,10
3151,5/13/2014,17,142,823,1222,14664,1222,Carton,1,10
3159,5/14/2014,17,142,825,1220,14640,1220,Carton,1,10
3167,5/15/2014,17,142,827,1234,14808,1234,Carton,1,10
3175,5/16/2014,17,142,829,1252,15024,1252,Carton,1,10
3182,5/17/2014,17,142,831,7,84,7,Carton,1,10
3186,5/19/2014,17,142,833,1277,15324,1277,Carton,1,10
3194,5/20/2014,17,142,835,1275,15300,1275,Carton,1,10
3202,5/21/2014,17,142,837,1273,15276,1273,Carton,1,10
3211,5/22/2014,17,142,839,1278,15336,1278,Carton,1,10
3220,5/23/2014,17,142,841,1283,15396,1283,Carton,1,10
3231,5/26/2014,17,142,844,1290,15480,1290,Carton,1,10
3240,5/27/2014,17,142,846,1289,15468,1289,Carton,1,10
3249,5/28/2014,17,142,848,1287,15444,1287,Carton,1,10
3258,5/29/2014,17,142,850,1303,15636,1303,Carton,1,10
3267,5/30/2014,17,142,852,1312,15744,1312,Carton,1,10
3279,6/2/2014,17,142,856,1328,15936,1328,Carton,1,10
3288,6/3/2014,17,142,858,1328,15936,1328,Carton,1,10
3297,6/4/2014,17,142,860,1332,15984,1332,Carton,1,10
3306,6/5/2014,17,142,862,1339,16068,1339,Carton,1,10
3315,6/6/2014,17,142,864,1346,16152,1346,Carton,1,10
3323,6/7/2014,17,142,866,5,60,5,Carton,1,10
3326,6/9/2014,17,142,867,1350,16200,1350,Carton,1,10
3335,6/10/2014,17,142,869,1362,16344,1362,Carton,1,10
3344,6/11/2014,17,142,871,1369,16428,1369,Carton,1,10
3353,6/12/2014,17,142,873,1377,16524,1377,Carton,1,10
3362,6/13/2014,17,142,875,1403,16836,1403,Carton,1,10
3376,6/16/2014,17,142,879,1399,16788,1399,Carton,1,10
3385,6/17/2014,17,142,881,1412,16944,1412,Carton,1,10
3394,6/18/2014,17,142,883,1426,17112,1426,Carton,1,10
3403,6/19/2014,17,142,885,1442,17304,1442,Carton,1,10
3412,6/20/2014,17,142,887,1449,17388,1449,Carton,1,10
3422,6/23/2014,17,142,890,1456,17472,1456,Carton,1,10
3431,6/24/2014,17,142,892,1464,17568,1464,Carton,1,10
3440,6/25/2014,17,142,894,1466,17592,1466,Carton,1,10
3449,6/26/2014,17,142,896,1469,17628,1469,Carton,1,10
3458,6/27/2014,17,142,898,1486,17832,1486,Carton,1,10
3470,6/30/2014,17,142,901,1491,17892,1491,Carton,1,10
3479,7/1/2014,17,142,903,1493,17916,1493,Carton,1,10
3488,7/2/2014,17,142,905,1491,17892,1491,Carton,1,10
3497,7/3/2014,17,142,907,1497,17964,1497,Carton,1,10
3506,7/4/2014,17,142,909,1505,18060,1505,Carton,1,10
3519,7/7/2014,17,142,912,1506,18072,1506,Carton,1,10
3528,7/8/2014,17,142,914,1515,18180,1515,Carton,1,10
3537,7/9/2014,17,142,916,1514,18168,1514,Carton,1,10
3546,7/10/2014,17,142,918,1520,18240,1520,Carton,1,10
3555,7/11/2014,17,142,920,1524,18288,1524,Carton,1,10
3564,7/12/2014,17,142,922,8,96,8,Carton,1,10
3569,7/14/2014,17,142,923,1546,18552,1546,Carton,1,10
3578,7/15/2014,17,142,925,1544,18528,1544,Carton,1,10
3587,7/16/2014,17,142,927,1544,18528,1544,Carton,1,10
3596,7/17/2014,17,142,929,1543,18516,1543,Carton,1,10
3605,7/18/2014,17,142,931,1553,18636,1553,Carton,1,10
3614,7/19/2014,17,142,933,14,168,14,Carton,1,10
3617,7/21/2014,17,142,934,1573,18876,1573,Carton,1,10
3626,7/22/2014,17,142,936,1581,18972,1581,Carton,1,10
3635,7/23/2014,17,142,938,1581,18972,1581,Carton,1,10
3644,7/24/2014,17,142,940,1579,18948,1579,Carton,1,10
3653,7/25/2014,17,142,942,1579,18948,1579,Carton,1,10
3661,7/26/2014,17,142,944,6,72,6,Carton,1,10
3668,7/28/2014,17,142,946,1585,19020,1585,Carton,1,10
3677,7/29/2014,17,142,948,1583,18996,1583,Carton,1,10
3686,7/30/2014,17,142,950,1586,19032,1586,Carton,1,10
3695,7/31/2014,17,142,952,1584,19008,1584,Carton,1,10
3704,8/1/2014,17,142,954,1582,18984,1582,Carton,1,10
3713,8/4/2014,17,142,956,1580,18960,1580,Carton,1,10
3722,8/5/2014,17,142,958,1578,18936,1578,Carton,1,10
3731,8/6/2014,17,142,960,1576,18912,1576,Carton,1,10
3740,8/7/2014,17,142,962,1578,18936,1578,Carton,1,10
3749,8/8/2014,17,142,964,1593,19116,1593,Carton,1,10
3762,8/11/2014,17,142,968,1590,19080,1590,Carton,1,10
3771,8/12/2014,17,142,970,1597,19164,1597,Carton,1,10
3780,8/13/2014,17,142,972,1602,19224,1602,Carton,1,10
3789,8/14/2014,17,142,974,1600,19200,1600,Carton,1,10
3798,8/15/2014,17,142,976,1604,19248,1604,Carton,1,10
3810,8/18/2014,17,142,980,1607,19284,1607,Carton,1,10
3819,8/19/2014,17,142,982,1609,19308,1609,Carton,1,10
3828,8/20/2014,17,142,984,1627,19524,1627,Carton,1,10
3837,8/21/2014,17,142,986,1630,19560,1630,Carton,1,10
3846,8/22/2014,17,142,988,1628,19536,1628,Carton,1,10
3860,8/25/2014,17,142,992,1636,19632,1636,Carton,1,10
3869,8/26/2014,17,142,994,1641,19692,1641,Carton,1,10
3878,8/27/2014,17,142,996,1639,19668,1639,Carton,1,10
3887,8/28/2014,17,142,998,1648,19776,1648,Carton,1,10
3896,8/29/2014,17,142,1000,1646,19752,1646,Carton,1,10
3906,9/1/2014,17,142,1003,1654,19848,1654,Carton,1,10
3915,9/2/2014,17,142,1005,1656,19872,1656,Carton,1,10
3924,9/3/2014,17,142,1007,1661,19932,1661,Carton,1,10
3933,9/4/2014,17,142,1009,1659,19908,1659,Carton,1,10
3942,9/5/2014,17,142,1011,1659,19908,1659,Carton,1,10
3950,9/6/2014,17,142,1013,6,72,6,Carton,1,10
3953,9/8/2014,17,142,1014,1669,20028,1669,Carton,1,10
3962,9/9/2014,17,142,1016,1676,20112,1676,Carton,1,10
3971,9/10/2014,17,142,1018,1675,20100,1675,Carton,1,10
3980,9/11/2014,17,142,1020,1687,20244,1687,Carton,1,10
3989,9/12/2014,17,142,1022,1685,20220,1685,Carton,1,10
4002,9/15/2014,17,142,1026,1692,20304,1692,Carton,1,10
4011,9/16/2014,17,142,1028,1698,20376,1698,Carton,1,10
4020,9/17/2014,17,142,1030,1697,20364,1697,Carton,1,10
4029,9/18/2014,17,142,1032,1701,20412,1701,Carton,1,10
4038,9/19/2014,17,142,1034,1704,20448,1704,Carton,1,10
4046,9/20/2014,17,142,1036,6,72,6,Carton,1,10
4048,9/22/2014,17,142,1037,1721,20652,1721,Carton,1,10
4057,9/23/2014,17,142,1039,1719,20628,1719,Carton,1,10
4066,9/24/2014,17,142,1041,1717,20604,1717,Carton,1,10
4075,9/25/2014,17,142,1043,1723,20676,1723,Carton,1,10
4084,9/26/2014,17,142,1045,1742,20904,1742,Carton,1,10
4097,9/29/2014,17,142,1049,1745,20940,1745,Carton,1,10
4106,9/30/2014,17,142,1051,1743,20916,1743,Carton,1,10
4115,10/1/2014,17,142,1053,1746,20952,1746,Carton,1,10
4124,10/2/2014,17,142,1055,1744,20928,1744,Carton,1,10
4133,10/3/2014,17,142,1057,1747,20964,1747,Carton,1,10
4142,10/4/2014,17,142,1059,10,120,10,Carton,1,10
4150,10/6/2014,17,142,1061,1755,21060,1755,Carton,1,10
4159,10/7/2014,17,142,1063,1758,21096,1758,Carton,1,10
4168,10/8/2014,17,142,1065,1762,21144,1762,Carton,1,10
4177,10/9/2014,17,142,1067,1769,21228,1769,Carton,1,10
4186,10/10/2014,17,142,1069,1774,21288,1774,Carton,1,10
4194,10/11/2014,17,142,1071,6,72,6,Carton,1,10
4200,10/13/2014,17,142,1073,1796,21552,1796,Carton,1,10
4209,10/14/2014,17,142,1075,1798,21576,1798,Carton,1,10
4218,10/15/2014,17,142,1077,1803,21636,1803,Carton,1,10
4227,10/16/2014,17,142,1079,1809,21708,1809,Carton,1,10
4236,10/17/2014,17,142,1081,1809,21708,1809,Carton,1,10
4244,10/18/2014,17,142,1083,7,84,7,Carton,1,10
4247,10/20/2014,17,142,1085,1816,21792,1816,Carton,1,10
4256,10/21/2014,17,142,1087,1822,21864,1822,Carton,1,10
4265,10/22/2014,17,142,1089,1820,21840,1820,Carton,1,10
4274,10/23/2014,17,142,1091,1818,21816,1818,Carton,1,10
4283,10/24/2014,17,142,1093,1816,21792,1816,Carton,1,10
4291,10/25/2014,17,142,1095,12,144,12,Carton,1,10
4297,10/27/2014,17,142,1097,1834,22008,1834,Carton,1,10
4306,10/28/2014,17,142,1099,1841,22092,1841,Carton,1,10
4315,10/29/2014,17,142,1101,1839,22068,1839,Carton,1,10
4324,10/30/2014,17,142,1103,1856,22272,1856,Carton,1,10
4333,10/31/2014,17,142,1105,1861,22332,1861,Carton,1,10
4342,11/1/2014,17,142,1107,9,108,9,Carton,1,10
4349,11/3/2014,17,142,1109,1868,22416,1868,Carton,1,10
4358,11/4/2014,17,142,1111,1866,22392,1866,Carton,1,10
4367,11/5/2014,17,142,1113,1864,22368,1864,Carton,1,10
4376,11/6/2014,17,142,1115,1863,22356,1863,Carton,1,10
4385,11/7/2014,17,142,1117,1861,22332,1861,Carton,1,10
4398,11/10/2014,17,142,1121,1857,22284,1857,Carton,1,10
4407,11/11/2014,17,142,1123,1855,22260,1855,Carton,1,10
4416,11/12/2014,17,142,1125,1857,22284,1857,Carton,1,10
4425,11/13/2014,17,142,1127,1856,22272,1856,Carton,1,10
4434,11/14/2014,17,142,1129,1854,22248,1854,Carton,1,10
4442,11/15/2014,17,142,1131,2,24,2,Carton,1,10
4449,11/17/2014,17,142,1133,1863,22356,1863,Carton,1,10
4458,11/18/2014,17,142,1135,1861,22332,1861,Carton,1,10
4467,11/19/2014,17,142,1137,1868,22416,1868,Carton,1,10
4476,11/20/2014,17,142,1139,1877,22524,1877,Carton,1,10
4485,11/21/2014,17,142,1141,1882,22584,1882,Carton,1,10
4494,11/22/2014,17,142,1143,3,36,3,Carton,1,10
4499,11/24/2014,17,142,1145,1883,22596,1883,Carton,1,10
4508,11/25/2014,17,142,1147,1885,22620,1885,Carton,1,10
4517,11/26/2014,17,142,1149,1888,22656,1888,Carton,1,10
4526,11/27/2014,17,142,1151,1889,22668,1889,Carton,1,10
4535,11/28/2014,17,142,1153,1887,22644,1887,Carton,1,10
4547,12/1/2014,17,142,1157,1884,22608,1884,Carton,1,10
4556,12/2/2014,17,142,1159,1890,22680,1890,Carton,1,10
4565,12/3/2014,17,142,1161,1888,22656,1888,Carton,1,10
4574,12/4/2014,17,142,1163,1886,22632,1886,Carton,1,10
4583,12/5/2014,17,142,1165,1890,22680,1890,Carton,1,10
4595,12/8/2014,17,142,1168,1887,22644,1887,Carton,1,10
4604,12/9/2014,17,142,1170,1886,22632,1886,Carton,1,10
4613,12/10/2014,17,142,1172,1892,22704,1892,Carton,1,10
4622,12/11/2014,17,142,1174,1890,22680,1890,Carton,1,10
4631,12/12/2014,17,142,1176,1896,22752,1896,Carton,1,10
4640,12/13/2014,17,142,1178,4,48,4,Carton,1,10
4644,12/15/2014,17,142,1180,1902,22824,1902,Carton,1,10
4653,12/16/2014,17,142,1182,1900,22800,1900,Carton,1,10
4662,12/17/2014,17,142,1184,1920,23040,1920,Carton,1,10
4671,12/18/2014,17,142,1186,1927,23124,1927,Carton,1,10
4680,12/19/2014,17,142,1188,1939,23268,1939,Carton,1,10
4689,12/20/2014,17,142,1190,1,12,1,Carton,1,10
4695,12/22/2014,17,142,1192,1940,23280,1940,Carton,1,10
4704,12/23/2014,17,142,1194,1944,23328,1944,Carton,1,10
4713,12/24/2014,17,142,1196,1950,23400,1950,Carton,1,10
4722,12/25/2014,17,142,1198,1957,23484,1957,Carton,1,10
4731,12/26/2014,17,142,1200,1955,23460,1955,Carton,1,10
4743,12/29/2014,17,142,1204,1961,23532,1961,Carton,1,10
4752,12/30/2014,17,142,1206,1979,23748,1979,Carton,1,10
4761,12/31/2014,17,142,1208,1977,23724,1977,Carton,1,10
2345,1/1/2014,17,122,606,1056,12672,1056,Carton,1,10
2353,1/2/2014,17,122,608,1054,12648,1054,Carton,1,10
2361,1/3/2014,17,122,610,1062,12744,1062,Carton,1,10
2371,1/6/2014,17,122,613,1064,12768,1064,Carton,1,10
2379,1/7/2014,17,122,615,1069,12828,1069,Carton,1,10
2387,1/8/2014,17,122,617,1067,12804,1067,Carton,1,10
2395,1/9/2014,17,122,619,1067,12804,1067,Carton,1,10
2403,1/10/2014,17,122,621,1068,12816,1068,Carton,1,10
2412,1/13/2014,17,122,624,1065,12780,1065,Carton,1,10
2420,1/14/2014,17,122,626,1063,12756,1063,Carton,1,10
2428,1/15/2014,17,122,628,1067,12804,1067,Carton,1,10
2436,1/16/2014,17,122,630,1073,12876,1073,Carton,1,10
2444,1/17/2014,17,122,632,1079,12948,1079,Carton,1,10
2451,1/18/2014,17,122,634,9,108,9,Carton,1,10
2459,1/20/2014,17,122,636,1096,13152,1096,Carton,1,10
2467,1/21/2014,17,122,638,1101,13212,1101,Carton,1,10
2475,1/22/2014,17,122,640,1099,13188,1099,Carton,1,10
2483,1/23/2014,17,122,642,1097,13164,1097,Carton,1,10
2491,1/24/2014,17,122,644,1097,13164,1097,Carton,1,10
2500,1/27/2014,17,122,647,1103,13236,1103,Carton,1,10
2508,1/28/2014,17,122,649,1111,13332,1111,Carton,1,10
2516,1/29/2014,17,122,651,1109,13308,1109,Carton,1,10
2524,1/30/2014,17,122,653,1107,13284,1107,Carton,1,10
2532,1/31/2014,17,122,655,1108,13296,1108,Carton,1,10
2543,2/3/2014,17,122,659,1110,13320,1110,Carton,1,10
2551,2/4/2014,17,122,661,1108,13296,1108,Carton,1,10
2559,2/5/2014,17,122,663,1116,13392,1116,Carton,1,10
2567,2/6/2014,17,122,665,1122,13464,1122,Carton,1,10
2575,2/7/2014,17,122,667,1120,13440,1120,Carton,1,10
2588,2/10/2014,17,122,671,1130,13560,1130,Carton,1,10
2596,2/11/2014,17,122,673,1137,13644,1137,Carton,1,10
2604,2/12/2014,17,122,675,1135,13620,1135,Carton,1,10
2612,2/13/2014,17,122,677,1141,13692,1141,Carton,1,10
