Purchase_Key,DATE_TEMP,Supplier_Key,Stock_Item_Key,WWI_Purchase_Order_ID,Ordered_Outers,Ordered_Quantity,Received_Outers,Package,Is_Order_Finalized,Lineage_Key
802,04-25-2013,20,27,195,81,1944,81,Each,1,10
810,04-26-2013,20,27,197,81,1944,81,Each,1,10
815,04-27-2013,20,27,199,14,336,14,Each,1,10
822,04-29-2013,20,27,201,107,2568,107,Each,1,10
830,04-30-2013,20,27,203,107,2568,107,Each,1,10
838,05-01-2013,20,27,205,119,2856,119,Each,1,10
846,05-02-2013,20,27,207,125,3000,125,Each,1,10
854,05-03-2013,20,27,209,121,2904,121,Each,1,10
864,05-06-2013,20,27,212,122,2928,122,Each,1,10
872,05-07-2013,20,27,214,118,2832,118,Each,1,10
880,05-08-2013,20,27,216,114,2736,114,Each,1,10
888,05-09-2013,20,27,218,121,2904,121,Each,1,10
896,05-10-2013,20,27,220,122,2928,122,Each,1,10
906,05-13-2013,20,27,223,121,2904,121,Each,1,10
914,05-14-2013,20,27,225,125,3000,125,Each,1,10
922,05-15-2013,20,27,227,122,2928,122,Each,1,10
930,05-16-2013,20,27,229,118,2832,118,Each,1,10
938,05-17-2013,20,27,231,137,3288,137,Each,1,10
950,05-20-2013,20,27,235,144,3456,144,Each,1,10
958,05-21-2013,20,27,237,140,3360,140,Each,1,10
966,05-22-2013,20,27,239,138,3312,138,Each,1,10
974,05-23-2013,20,27,241,142,3408,142,Each,1,10
982,05-24-2013,20,27,243,138,3312,138,Each,1,10
986,05-25-2013,20,27,245,13,312,13,Each,1,10
993,05-27-2013,20,27,247,143,3432,143,Each,1,10
1001,05-28-2013,20,27,249,151,3624,151,Each,1,10
1009,05-29-2013,20,27,251,151,3624,151,Each,1,10
1017,05-30-2013,20,27,253,147,3528,147,Each,1,10
1025,05-31-2013,20,27,255,143,3432,143,Each,1,10
1035,06-03-2013,20,27,258,148,3552,148,Each,1,10
1044,06-04-2013,20,27,260,144,3456,144,Each,1,10
1053,06-05-2013,20,27,262,149,3576,149,Each,1,10
1062,06-06-2013,20,27,264,151,3624,151,Each,1,10
1071,06-07-2013,20,27,266,154,3696,154,Each,1,10
1076,06-08-2013,20,27,268,8,192,8,Each,1,10
1083,06-10-2013,20,27,270,154,3696,154,Each,1,10
1091,06-11-2013,20,27,272,150,3600,150,Each,1,10
1099,06-12-2013,20,27,274,148,3552,148,Each,1,10
1107,06-13-2013,20,27,276,144,3456,144,Each,1,10
1115,06-14-2013,20,27,278,150,3600,150,Each,1,10
1118,06-15-2013,20,27,280,3,72,3,Each,1,10
1125,06-17-2013,20,27,282,145,3480,145,Each,1,10
1133,06-18-2013,20,27,284,150,3600,150,Each,1,10
1141,06-19-2013,20,27,286,146,3504,146,Each,1,10
1149,06-20-2013,20,27,288,142,3408,142,Each,1,10
1157,06-21-2013,20,27,290,145,3480,145,Each,1,10
1164,06-22-2013,20,27,292,4,96,4,Each,1,10
1171,06-24-2013,20,27,294,141,3384,141,Each,1,10
1179,06-25-2013,20,27,296,137,3288,137,Each,1,10
1187,06-26-2013,20,27,298,133,3192,133,Each,1,10
1195,06-27-2013,20,27,300,135,3240,135,Each,1,10
1203,06-28-2013,20,27,302,132,3168,132,Each,1,10
1208,06-29-2013,20,27,304,2,48,2,Each,1,10
1216,07-01-2013,20,27,306,126,3024,126,Each,1,10
1224,07-02-2013,20,27,308,124,2976,124,Each,1,10
1232,07-03-2013,20,27,310,129,3096,129,Each,1,10
1240,07-04-2013,20,27,312,130,3120,130,Each,1,10
1249,07-05-2013,20,27,314,126,3024,126,Each,1,10
1254,07-06-2013,20,27,316,7,168,7,Each,1,10
1262,07-08-2013,20,27,318,129,3096,129,Each,1,10
1270,07-09-2013,20,27,320,125,3000,125,Each,1,10
1278,07-10-2013,20,27,322,127,3048,127,Each,1,10
1286,07-11-2013,20,27,324,140,3360,140,Each,1,10
1294,07-12-2013,20,27,326,136,3264,136,Each,1,10
1298,07-13-2013,20,27,328,2,48,2,Each,1,10
1305,07-15-2013,20,27,330,130,3120,130,Each,1,10
1313,07-16-2013,20,27,332,136,3264,136,Each,1,10
1321,07-17-2013,20,27,334,138,3312,138,Each,1,10
1329,07-18-2013,20,27,336,136,3264,136,Each,1,10
1337,07-19-2013,20,27,338,142,3408,142,Each,1,10
1347,07-22-2013,20,27,341,143,3432,143,Each,1,10
1355,07-23-2013,20,27,343,160,3840,160,Each,1,10
1363,07-24-2013,20,27,345,159,3816,159,Each,1,10
1371,07-25-2013,20,27,347,163,3912,163,Each,1,10
1379,07-26-2013,20,27,349,162,3888,162,Each,1,10
1391,07-29-2013,20,27,352,158,3792,158,Each,1,10
1399,07-30-2013,20,27,354,162,3888,162,Each,1,10
1407,07-31-2013,20,27,356,160,3840,160,Each,1,10
1415,08-01-2013,20,27,358,158,3792,158,Each,1,10
1423,08-02-2013,20,27,360,158,3792,158,Each,1,10
1434,08-05-2013,20,27,364,152,3648,152,Each,1,10
1442,08-06-2013,20,27,366,150,3600,150,Each,1,10
1450,08-07-2013,20,27,368,151,3624,151,Each,1,10
1458,08-08-2013,20,27,370,160,3840,160,Each,1,10
1466,08-09-2013,20,27,372,158,3792,158,Each,1,10
1470,08-10-2013,20,27,374,2,48,2,Each,1,10
1477,08-12-2013,20,27,376,160,3840,160,Each,1,10
1485,08-13-2013,20,27,378,158,3792,158,Each,1,10
1493,08-14-2013,20,27,380,168,4032,168,Each,1,10
1501,08-15-2013,20,27,382,175,4200,175,Each,1,10
1509,08-16-2013,20,27,384,174,4176,174,Each,1,10
1522,08-19-2013,20,27,388,168,4032,168,Each,1,10
1530,08-20-2013,20,27,390,173,4152,173,Each,1,10
1538,08-21-2013,20,27,392,182,4368,182,Each,1,10
1546,08-22-2013,20,27,394,180,4320,180,Each,1,10
1554,08-23-2013,20,27,396,186,4464,186,Each,1,10
1557,08-24-2013,20,27,398,9,216,9,Each,1,10
1565,08-26-2013,20,27,400,193,4632,193,Each,1,10
1573,08-27-2013,20,27,402,191,4584,191,Each,1,10
1581,08-28-2013,20,27,404,189,4536,189,Each,1,10
1589,08-29-2013,20,27,406,187,4488,187,Each,1,10
1597,08-30-2013,20,27,408,185,4440,185,Each,1,10
1600,08-31-2013,20,27,410,6,144,6,Each,1,10
1608,09-02-2013,20,27,412,189,4536,189,Each,1,10
1616,09-03-2013,20,27,414,192,4608,192,Each,1,10
1624,09-04-2013,20,27,416,190,4560,190,Each,1,10
1632,09-05-2013,20,27,418,188,4512,188,Each,1,10
1640,09-06-2013,20,27,420,192,4608,192,Each,1,10
1651,09-09-2013,20,27,423,198,4752,198,Each,1,10
1659,09-10-2013,20,27,425,205,4920,205,Each,1,10
1667,09-11-2013,20,27,427,203,4872,203,Each,1,10
1675,09-12-2013,20,27,429,207,4968,207,Each,1,10
1683,09-13-2013,20,27,431,205,4920,205,Each,1,10
1694,09-16-2013,20,27,434,210,5040,210,Each,1,10
1702,09-17-2013,20,27,436,212,5088,212,Each,1,10
1710,09-18-2013,20,27,438,211,5064,211,Each,1,10
1718,09-19-2013,20,27,440,214,5136,214,Each,1,10
1726,09-20-2013,20,27,442,212,5088,212,Each,1,10
1735,09-23-2013,20,27,445,208,4992,208,Each,1,10
1743,09-24-2013,20,27,447,212,5088,212,Each,1,10
1751,09-25-2013,20,27,449,222,5328,222,Each,1,10
1759,09-26-2013,20,27,451,224,5376,224,Each,1,10
1767,09-27-2013,20,27,453,222,5328,222,Each,1,10
1776,09-30-2013,20,27,456,234,5616,234,Each,1,10
1784,10-01-2013,20,27,458,238,5712,238,Each,1,10
1792,10-02-2013,20,27,460,236,5664,236,Each,1,10
1800,10-03-2013,20,27,462,243,5832,243,Each,1,10
1808,10-04-2013,20,27,464,250,6000,250,Each,1,10
1821,10-07-2013,20,27,468,244,5856,244,Each,1,10
1829,10-08-2013,20,27,470,251,6024,251,Each,1,10
1837,10-09-2013,20,27,472,253,6072,253,Each,1,10
1845,10-10-2013,20,27,474,259,6216,259,Each,1,10
1853,10-11-2013,20,27,476,263,6312,263,Each,1,10
1864,10-14-2013,20,27,479,259,6216,259,Each,1,10
1872,10-15-2013,20,27,481,264,6336,264,Each,1,10
1880,10-16-2013,20,27,483,262,6288,262,Each,1,10
1888,10-17-2013,20,27,485,260,6240,260,Each,1,10
1896,10-18-2013,20,27,487,258,6192,258,Each,1,10
1900,10-19-2013,20,27,489,4,96,4,Each,1,10
1908,10-21-2013,20,27,491,260,6240,260,Each,1,10
1916,10-22-2013,20,27,493,269,6456,269,Each,1,10
1924,10-23-2013,20,27,495,276,6624,276,Each,1,10
1932,10-24-2013,20,27,497,294,7056,294,Each,1,10
1940,10-25-2013,20,27,499,298,7152,298,Each,1,10
1947,10-26-2013,20,27,501,3,72,3,Each,1,10
1955,10-28-2013,20,27,503,308,7392,308,Each,1,10
1963,10-29-2013,20,27,505,306,7344,306,Each,1,10
1971,10-30-2013,20,27,507,304,7296,304,Each,1,10
1979,10-31-2013,20,27,509,302,7248,302,Each,1,10
1987,11-01-2013,20,27,511,305,7320,305,Each,1,10
1999,11-04-2013,20,27,515,303,7272,303,Each,1,10
2007,11-05-2013,20,27,517,301,7224,301,Each,1,10
2015,11-06-2013,20,27,519,299,7176,299,Each,1,10
2023,11-07-2013,20,27,521,297,7128,297,Each,1,10
2031,11-08-2013,20,27,523,302,7248,302,Each,1,10
2041,11-11-2013,20,27,526,306,7344,306,Each,1,10
2049,11-12-2013,20,27,528,311,7464,311,Each,1,10
2057,11-13-2013,20,27,530,319,7656,319,Each,1,10
2065,11-14-2013,20,27,532,319,7656,319,Each,1,10
2073,11-15-2013,20,27,534,321,7704,321,Each,1,10
2084,11-18-2013,20,27,537,327,7848,327,Each,1,10
2092,11-19-2013,20,27,539,342,8208,342,Each,1,10
2100,11-20-2013,20,27,541,340,8160,340,Each,1,10
2108,11-21-2013,20,27,543,338,8112,338,Each,1,10
2116,11-22-2013,20,27,545,346,8304,346,Each,1,10
2125,11-25-2013,20,27,548,352,8448,352,Each,1,10
2133,11-26-2013,20,27,550,354,8496,354,Each,1,10
2141,11-27-2013,20,27,552,352,8448,352,Each,1,10
2149,11-28-2013,20,27,554,350,8400,350,Each,1,10
2157,11-29-2013,20,27,556,348,8352,348,Each,1,10
2166,12-02-2013,20,27,559,344,8256,344,Each,1,10
2174,12-03-2013,20,27,561,363,8712,363,Each,1,10
2182,12-04-2013,20,27,563,366,8784,366,Each,1,10
2190,12-05-2013,20,27,565,373,8952,373,Each,1,10
2198,12-06-2013,20,27,567,371,8904,371,Each,1,10
2206,12-09-2013,20,27,569,386,9264,386,Each,1,10
2214,12-10-2013,20,27,571,384,9216,384,Each,1,10
2222,12-11-2013,20,27,573,392,9408,392,Each,1,10
2230,12-12-2013,20,27,575,390,9360,390,Each,1,10
2238,12-13-2013,20,27,577,396,9504,396,Each,1,10
2247,12-16-2013,20,27,580,392,9408,392,Each,1,10
2255,12-17-2013,20,27,582,408,9792,408,Each,1,10
2263,12-18-2013,20,27,584,406,9744,406,Each,1,10
2271,12-19-2013,20,27,586,426,10224,426,Each,1,10
2279,12-20-2013,20,27,588,430,10320,430,Each,1,10
2289,12-23-2013,20,27,592,424,10176,424,Each,1,10
2297,12-24-2013,20,27,594,422,10128,422,Each,1,10
2305,12-25-2013,20,27,596,430,10320,430,Each,1,10
2313,12-26-2013,20,27,598,428,10272,428,Each,1,10
2321,12-27-2013,20,27,600,431,10344,431,Each,1,10
2330,12-30-2013,20,27,603,427,10248,427,Each,1,10
2338,12-31-2013,20,27,605,425,10200,425,Each,1,10
197,01-05-2013,20,16,23,2,20,2,Each,1,10
214,01-07-2013,20,16,28,14,140,14,Each,1,10
218,01-08-2013,20,16,31,4,40,4,Each,1,10
222,01-09-2013,20,16,34,2,20,2,Each,1,10
230,01-10-2013,20,16,38,3,30,3,Each,1,10
240,01-12-2013,20,16,42,9,90,9,Each,1,10
246,01-14-2013,20,16,45,1,10,1,Each,1,10
305,01-28-2013,20,16,64,6,60,6,Each,1,10
312,01-29-2013,20,16,66,2,20,2,Each,1,10
384,02-13-2013,20,16,80,7,70,7,Each,1,10
391,02-14-2013,20,16,82,12,120,12,Each,1,10
398,02-15-2013,20,16,84,8,80,8,Each,1,10
408,02-18-2013,20,16,87,13,130,13,Each,1,10
415,02-19-2013,20,16,89,15,150,15,Each,1,10
422,02-20-2013,20,16,91,19,190,19,Each,1,10
429,02-21-2013,20,16,93,15,150,15,Each,1,10
436,02-22-2013,20,16,95,24,240,24,Each,1,10
440,02-23-2013,20,16,97,10,100,10,Each,1,10
447,02-25-2013,20,16,99,26,260,26,Each,1,10
454,02-26-2013,20,16,101,22,220,22,Each,1,10
461,02-27-2013,20,16,103,26,260,26,Each,1,10
468,02-28-2013,20,16,105,22,220,22,Each,1,10
475,03-01-2013,20,16,107,23,230,23,Each,1,10
487,03-04-2013,20,16,110,28,280,28,Each,1,10
494,03-05-2013,20,16,112,24,240,24,Each,1,10
501,03-06-2013,20,16,114,28,280,28,Each,1,10
508,03-07-2013,20,16,116,29,290,29,Each,1,10
515,03-08-2013,20,16,118,32,320,32,Each,1,10
523,03-11-2013,20,16,121,32,320,32,Each,1,10
530,03-12-2013,20,16,123,28,280,28,Each,1,10
537,03-13-2013,20,16,125,39,390,39,Each,1,10
544,03-14-2013,20,16,127,35,350,35,Each,1,10
552,03-15-2013,20,16,129,31,310,31,Each,1,10
564,03-18-2013,20,16,132,30,300,30,Each,1,10
572,03-19-2013,20,16,134,28,280,28,Each,1,10
580,03-20-2013,20,16,136,24,240,24,Each,1,10
588,03-21-2013,20,16,138,38,380,38,Each,1,10
596,03-22-2013,20,16,140,38,380,38,Each,1,10
597,03-23-2013,20,16,141,1,10,1,Each,1,10
605,03-25-2013,20,16,143,39,390,39,Each,1,10
613,03-26-2013,20,16,145,35,350,35,Each,1,10
621,03-27-2013,20,16,147,42,420,42,Each,1,10
629,03-28-2013,20,16,149,38,380,38,Each,1,10
637,03-29-2013,20,16,151,42,420,42,Each,1,10
649,04-01-2013,20,16,154,47,470,47,Each,1,10
657,04-02-2013,20,16,156,48,480,48,Each,1,10
665,04-03-2013,20,16,158,47,470,47,Each,1,10
673,04-04-2013,20,16,160,50,500,50,Each,1,10
681,04-05-2013,20,16,162,57,570,57,Each,1,10
684,04-06-2013,20,16,164,6,60,6,Each,1,10
692,04-08-2013,20,16,166,55,550,55,Each,1,10
700,04-09-2013,20,16,168,60,600,60,Each,1,10
708,04-10-2013,20,16,170,56,560,56,Each,1,10
716,04-11-2013,20,16,172,60,600,60,Each,1,10
724,04-12-2013,20,16,174,56,560,56,Each,1,10
736,04-15-2013,20,16,177,50,500,50,Each,1,10
744,04-16-2013,20,16,179,55,550,55,Each,1,10
752,04-17-2013,20,16,181,58,580,58,Each,1,10
760,04-18-2013,20,16,183,63,630,63,Each,1,10
768,04-19-2013,20,16,185,62,620,62,Each,1,10
779,04-22-2013,20,16,189,66,660,66,Each,1,10
787,04-23-2013,20,16,191,62,620,62,Each,1,10
795,04-24-2013,20,16,193,63,630,63,Each,1,10
803,04-25-2013,20,16,195,59,590,59,Each,1,10
811,04-26-2013,20,16,197,55,550,55,Each,1,10
823,04-29-2013,20,16,201,47,470,47,Each,1,10
831,04-30-2013,20,16,203,44,440,44,Each,1,10
839,05-01-2013,20,16,205,42,420,42,Each,1,10
847,05-02-2013,20,16,207,41,410,41,Each,1,10
855,05-03-2013,20,16,209,46,460,46,Each,1,10
865,05-06-2013,20,16,212,40,400,40,Each,1,10
873,05-07-2013,20,16,214,36,360,36,Each,1,10
881,05-08-2013,20,16,216,37,370,37,Each,1,10
889,05-09-2013,20,16,218,54,540,54,Each,1,10
897,05-10-2013,20,16,220,60,600,60,Each,1,10
907,05-13-2013,20,16,223,54,540,54,Each,1,10
915,05-14-2013,20,16,225,50,500,50,Each,1,10
923,05-15-2013,20,16,227,57,570,57,Each,1,10
931,05-16-2013,20,16,229,53,530,53,Each,1,10
939,05-17-2013,20,16,231,62,620,62,Each,1,10
943,05-18-2013,20,16,233,1,10,1,Each,1,10
951,05-20-2013,20,16,235,68,680,68,Each,1,10
959,05-21-2013,20,16,237,64,640,64,Each,1,10
967,05-22-2013,20,16,239,60,600,60,Each,1,10
975,05-23-2013,20,16,241,56,560,56,Each,1,10
984,05-24-2013,20,16,243,59,590,59,Each,1,10
994,05-27-2013,20,16,247,54,540,54,Each,1,10
1002,05-28-2013,20,16,249,60,600,60,Each,1,10
1010,05-29-2013,20,16,251,56,560,56,Each,1,10
1018,05-30-2013,20,16,253,61,610,61,Each,1,10
1026,05-31-2013,20,16,255,80,800,80,Each,1,10
1037,06-03-2013,20,16,258,74,740,74,Each,1,10
1046,06-04-2013,20,16,260,70,700,70,Each,1,10
1055,06-05-2013,20,16,262,66,660,66,Each,1,10
1064,06-06-2013,20,16,264,70,700,70,Each,1,10
1072,06-07-2013,20,16,266,71,710,71,Each,1,10
1084,06-10-2013,20,16,270,64,640,64,Each,1,10
1092,06-11-2013,20,16,272,60,600,60,Each,1,10
1100,06-12-2013,20,16,274,56,560,56,Each,1,10
1108,06-13-2013,20,16,276,58,580,58,Each,1,10
1116,06-14-2013,20,16,278,54,540,54,Each,1,10
1126,06-17-2013,20,16,282,51,510,51,Each,1,10
1134,06-18-2013,20,16,284,47,470,47,Each,1,10
1142,06-19-2013,20,16,286,43,430,43,Each,1,10
1150,06-20-2013,20,16,288,42,420,42,Each,1,10
1158,06-21-2013,20,16,290,39,390,39,Each,1,10
1172,06-24-2013,20,16,294,34,340,34,Each,1,10
1180,06-25-2013,20,16,296,41,410,41,Each,1,10
1188,06-26-2013,20,16,298,37,370,37,Each,1,10
1196,06-27-2013,20,16,300,52,520,52,Each,1,10
1204,06-28-2013,20,16,302,48,480,48,Each,1,10
1217,07-01-2013,20,16,306,48,480,48,Each,1,10
1225,07-02-2013,20,16,308,63,630,63,Each,1,10
1233,07-03-2013,20,16,310,59,590,59,Each,1,10
1242,07-04-2013,20,16,312,55,550,55,Each,1,10
1250,07-05-2013,20,16,314,51,510,51,Each,1,10
1263,07-08-2013,20,16,318,57,570,57,Each,1,10
1271,07-09-2013,20,16,320,65,650,65,Each,1,10
1279,07-10-2013,20,16,322,69,690,69,Each,1,10
1287,07-11-2013,20,16,324,103,1030,103,Each,1,10
1295,07-12-2013,20,16,326,99,990,99,Each,1,10
1306,07-15-2013,20,16,330,106,1060,106,Each,1,10
1314,07-16-2013,20,16,332,103,1030,103,Each,1,10
1322,07-17-2013,20,16,334,101,1010,101,Each,1,10
1330,07-18-2013,20,16,336,99,990,99,Each,1,10
1338,07-19-2013,20,16,338,97,970,97,Each,1,10
1348,07-22-2013,20,16,341,93,930,93,Each,1,10
1356,07-23-2013,20,16,343,108,1080,108,Each,1,10
1364,07-24-2013,20,16,345,118,1180,118,Each,1,10
1372,07-25-2013,20,16,347,126,1260,126,Each,1,10
1380,07-26-2013,20,16,349,124,1240,124,Each,1,10
1392,07-29-2013,20,16,352,120,1200,120,Each,1,10
1400,07-30-2013,20,16,354,118,1180,118,Each,1,10
1408,07-31-2013,20,16,356,116,1160,116,Each,1,10
1416,08-01-2013,20,16,358,120,1200,120,Each,1,10
1424,08-02-2013,20,16,360,128,1280,128,Each,1,10
1427,08-03-2013,20,16,362,4,40,4,Each,1,10
1435,08-05-2013,20,16,364,134,1340,134,Each,1,10
1443,08-06-2013,20,16,366,132,1320,132,Each,1,10
1451,08-07-2013,20,16,368,133,1330,133,Each,1,10
1459,08-08-2013,20,16,370,131,1310,131,Each,1,10
1467,08-09-2013,20,16,372,143,1430,143,Each,1,10
1478,08-12-2013,20,16,376,144,1440,144,Each,1,10
1486,08-13-2013,20,16,378,142,1420,142,Each,1,10
1494,08-14-2013,20,16,380,147,1470,147,Each,1,10
1502,08-15-2013,20,16,382,145,1450,145,Each,1,10
1510,08-16-2013,20,16,384,143,1430,143,Each,1,10
1515,08-17-2013,20,16,386,4,40,4,Each,1,10
1523,08-19-2013,20,16,388,145,1450,145,Each,1,10
1531,08-20-2013,20,16,390,170,1700,170,Each,1,10
1539,08-21-2013,20,16,392,178,1780,178,Each,1,10
1547,08-22-2013,20,16,394,176,1760,176,Each,1,10
1555,08-23-2013,20,16,396,174,1740,174,Each,1,10
1558,08-24-2013,20,16,398,3,30,3,Each,1,10
1566,08-26-2013,20,16,400,182,1820,182,Each,1,10
1574,08-27-2013,20,16,402,189,1890,189,Each,1,10
1582,08-28-2013,20,16,404,187,1870,187,Each,1,10
1590,08-29-2013,20,16,406,197,1970,197,Each,1,10
1598,08-30-2013,20,16,408,195,1950,195,Each,1,10
1601,08-31-2013,20,16,410,2,20,2,Each,1,10
1609,09-02-2013,20,16,412,207,2070,207,Each,1,10
1617,09-03-2013,20,16,414,209,2090,209,Each,1,10
1625,09-04-2013,20,16,416,207,2070,207,Each,1,10
1633,09-05-2013,20,16,418,205,2050,205,Each,1,10
1641,09-06-2013,20,16,420,207,2070,207,Each,1,10
1652,09-09-2013,20,16,423,216,2160,216,Each,1,10
1660,09-10-2013,20,16,425,217,2170,217,Each,1,10
1668,09-11-2013,20,16,427,216,2160,216,Each,1,10
1676,09-12-2013,20,16,429,220,2200,220,Each,1,10
1684,09-13-2013,20,16,431,218,2180,218,Each,1,10
1695,09-16-2013,20,16,434,214,2140,214,Each,1,10
1703,09-17-2013,20,16,436,221,2210,221,Each,1,10
1711,09-18-2013,20,16,438,227,2270,227,Each,1,10
1719,09-19-2013,20,16,440,225,2250,225,Each,1,10
1727,09-20-2013,20,16,442,225,2250,225,Each,1,10
1736,09-23-2013,20,16,445,230,2300,230,Each,1,10
1744,09-24-2013,20,16,447,243,2430,243,Each,1,10
1752,09-25-2013,20,16,449,245,2450,245,Each,1,10
1760,09-26-2013,20,16,451,249,2490,249,Each,1,10
1768,09-27-2013,20,16,453,247,2470,247,Each,1,10
1769,09-28-2013,20,16,454,9,90,9,Each,1,10
1777,09-30-2013,20,16,456,254,2540,254,Each,1,10
1785,10-01-2013,20,16,458,265,2650,265,Each,1,10
1793,10-02-2013,20,16,460,263,2630,263,Each,1,10
1801,10-03-2013,20,16,462,262,2620,262,Each,1,10
1809,10-04-2013,20,16,464,270,2700,270,Each,1,10
1814,10-05-2013,20,16,466,8,80,8,Each,1,10
1822,10-07-2013,20,16,468,276,2760,276,Each,1,10
1830,10-08-2013,20,16,470,289,2890,289,Each,1,10
1838,10-09-2013,20,16,472,302,3020,302,Each,1,10
1846,10-10-2013,20,16,474,301,3010,301,Each,1,10
1854,10-11-2013,20,16,476,299,2990,299,Each,1,10
1865,10-14-2013,20,16,479,295,2950,295,Each,1,10
1873,10-15-2013,20,16,481,293,2930,293,Each,1,10
1881,10-16-2013,20,16,483,301,3010,301,Each,1,10
1889,10-17-2013,20,16,485,299,2990,299,Each,1,10
1897,10-18-2013,20,16,487,298,2980,298,Each,1,10
1901,10-19-2013,20,16,489,5,50,5,Each,1,10
1909,10-21-2013,20,16,491,301,3010,301,Each,1,10
1917,10-22-2013,20,16,493,309,3090,309,Each,1,10
1925,10-23-2013,20,16,495,307,3070,307,Each,1,10
1933,10-24-2013,20,16,497,310,3100,310,Each,1,10
1941,10-25-2013,20,16,499,320,3200,320,Each,1,10
1948,10-26-2013,20,16,501,8,80,8,Each,1,10
1956,10-28-2013,20,16,503,330,3300,330,Each,1,10
1964,10-29-2013,20,16,505,328,3280,328,Each,1,10
1972,10-30-2013,20,16,507,344,3440,344,Each,1,10
1980,10-31-2013,20,16,509,342,3420,342,Each,1,10
1988,11-01-2013,20,16,511,340,3400,340,Each,1,10
1992,11-02-2013,20,16,513,4,40,4,Each,1,10
2000,11-04-2013,20,16,515,351,3510,351,Each,1,10
2008,11-05-2013,20,16,517,352,3520,352,Each,1,10
2016,11-06-2013,20,16,519,373,3730,373,Each,1,10
2024,11-07-2013,20,16,521,371,3710,371,Each,1,10
2032,11-08-2013,20,16,523,369,3690,369,Each,1,10
2042,11-11-2013,20,16,526,370,3700,370,Each,1,10
2050,11-12-2013,20,16,528,377,3770,377,Each,1,10
2058,11-13-2013,20,16,530,381,3810,381,Each,1,10
2066,11-14-2013,20,16,532,379,3790,379,Each,1,10
2074,11-15-2013,20,16,534,390,3900,390,Each,1,10
2085,11-18-2013,20,16,537,393,3930,393,Each,1,10
2093,11-19-2013,20,16,539,414,4140,414,Each,1,10
2101,11-20-2013,20,16,541,428,4280,428,Each,1,10
2109,11-21-2013,20,16,543,434,4340,434,Each,1,10
2117,11-22-2013,20,16,545,432,4320,432,Each,1,10
2126,11-25-2013,20,16,548,428,4280,428,Each,1,10
2134,11-26-2013,20,16,550,439,4390,439,Each,1,10
2142,11-27-2013,20,16,552,445,4450,445,Each,1,10
2150,11-28-2013,20,16,554,449,4490,449,Each,1,10
2158,11-29-2013,20,16,556,457,4570,457,Each,1,10
2167,12-02-2013,20,16,559,467,4670,467,Each,1,10
2175,12-03-2013,20,16,561,471,4710,471,Each,1,10
2183,12-04-2013,20,16,563,477,4770,477,Each,1,10
2191,12-05-2013,20,16,565,477,4770,477,Each,1,10
2199,12-06-2013,20,16,567,487,4870,487,Each,1,10
2207,12-09-2013,20,16,569,485,4850,485,Each,1,10
2215,12-10-2013,20,16,571,483,4830,483,Each,1,10
2223,12-11-2013,20,16,573,481,4810,481,Each,1,10
2231,12-12-2013,20,16,575,479,4790,479,Each,1,10
2239,12-13-2013,20,16,577,489,4890,489,Each,1,10
2248,12-16-2013,20,16,580,485,4850,485,Each,1,10
2256,12-17-2013,20,16,582,483,4830,483,Each,1,10
2264,12-18-2013,20,16,584,481,4810,481,Each,1,10
2272,12-19-2013,20,16,586,493,4930,493,Each,1,10
2280,12-20-2013,20,16,588,493,4930,493,Each,1,10
2282,12-21-2013,20,16,590,2,20,2,Each,1,10
2290,12-23-2013,20,16,592,507,5070,507,Each,1,10
2298,12-24-2013,20,16,594,505,5050,505,Each,1,10
2306,12-25-2013,20,16,596,507,5070,507,Each,1,10
2314,12-26-2013,20,16,598,520,5200,520,Each,1,10
2322,12-27-2013,20,16,600,518,5180,518,Each,1,10
2331,12-30-2013,20,16,603,514,5140,514,Each,1,10
2339,12-31-2013,20,16,605,512,5120,512,Each,1,10
2341,01-01-2014,17,142,606,1010,12120,1010,Carton,1,10
2349,01-02-2014,17,142,608,1008,12096,1008,Carton,1,10
2357,01-03-2014,17,142,610,1006,12072,1006,Carton,1,10
2365,01-04-2014,17,142,612,11,132,11,Carton,1,10
2367,01-06-2014,17,142,613,1016,12192,1016,Carton,1,10
2375,01-07-2014,17,142,615,1027,12324,1027,Carton,1,10
2383,01-08-2014,17,142,617,1029,12348,1029,Carton,1,10
2391,01-09-2014,17,142,619,1027,12324,1027,Carton,1,10
2399,01-10-2014,17,142,621,1037,12444,1037,Carton,1,10
2408,01-13-2014,17,142,624,1044,12528,1044,Carton,1,10
2416,01-14-2014,17,142,626,1042,12504,1042,Carton,1,10
2424,01-15-2014,17,142,628,1040,12480,1040,Carton,1,10
2432,01-16-2014,17,142,630,1048,12576,1048,Carton,1,10
2440,01-17-2014,17,142,632,1053,12636,1053,Carton,1,10
2448,01-18-2014,17,142,634,3,36,3,Carton,1,10
2455,01-20-2014,17,142,636,1062,12744,1062,Carton,1,10
2463,01-21-2014,17,142,638,1060,12720,1060,Carton,1,10
2471,01-22-2014,17,142,640,1064,12768,1064,Carton,1,10
2479,01-23-2014,17,142,642,1067,12804,1067,Carton,1,10
2487,01-24-2014,17,142,644,1065,12780,1065,Carton,1,10
2496,01-27-2014,17,142,647,1067,12804,1067,Carton,1,10
2504,01-28-2014,17,142,649,1072,12864,1072,Carton,1,10
2512,01-29-2014,17,142,651,1078,12936,1078,Carton,1,10
2520,01-30-2014,17,142,653,1076,12912,1076,Carton,1,10
