Stock_Item_Key,Stock_Item,Selling_Package,Buying_Package,Brand,Size,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Barcode,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,Lineage_Key,Purchase_Key,DATE_TEMP,Supplier_Key,WWI_Purchase_Order_ID,Ordered_Outers,Ordered_Quantity,Received_Outers,Package,Is_Order_Finalized,Color,End_Of_Month,DATE_YEAR,DATE_QUARTER,DATE_MONTH,Price_Category
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1586,2013-08-29,17,405,561,6732,561,Carton,1,White,2013-08-31,2013,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1594,2013-08-30,17,407,568,6816,568,Carton,1,White,2013-08-31,2013,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1599,2013-08-31,17,409,6,72,6,Carton,1,White,2013-08-31,2013,3,8,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1605,2013-09-02,17,411,572,6864,572,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1613,2013-09-03,17,413,580,6960,580,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1621,2013-09-04,17,415,592,7104,592,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1629,2013-09-05,17,417,618,7416,618,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1637,2013-09-06,17,419,616,7392,616,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1644,2013-09-07,17,421,7,84,7,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1648,2013-09-09,17,422,641,7692,641,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1656,2013-09-10,17,424,644,7728,644,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1664,2013-09-11,17,426,642,7704,642,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1672,2013-09-12,17,428,640,7680,640,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1680,2013-09-13,17,430,638,7656,638,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1691,2013-09-16,17,433,650,7800,650,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1699,2013-09-17,17,435,662,7944,662,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1707,2013-09-18,17,437,666,7992,666,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1715,2013-09-19,17,439,664,7968,664,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1723,2013-09-20,17,441,667,8004,667,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1728,2013-09-21,17,443,14,168,14,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1732,2013-09-23,17,444,687,8244,687,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1740,2013-09-24,17,446,703,8436,703,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1748,2013-09-25,17,448,701,8412,701,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1756,2013-09-26,17,450,707,8484,707,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1764,2013-09-27,17,452,710,8520,710,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1773,2013-09-30,17,455,709,8508,709,Carton,1,White,2013-09-30,2013,3,9,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1781,2013-10-01,17,457,707,8484,707,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1789,2013-10-02,17,459,705,8460,705,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1797,2013-10-03,17,461,703,8436,703,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1805,2013-10-04,17,463,701,8412,701,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1818,2013-10-07,17,467,702,8424,702,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1826,2013-10-08,17,469,700,8400,700,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1834,2013-10-09,17,471,705,8460,705,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1842,2013-10-10,17,473,703,8436,703,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1850,2013-10-11,17,475,709,8508,709,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1861,2013-10-14,17,478,715,8580,715,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1869,2013-10-15,17,480,713,8556,713,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1877,2013-10-16,17,482,711,8532,711,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1885,2013-10-17,17,484,709,8508,709,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1893,2013-10-18,17,486,713,8556,713,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1905,2013-10-21,17,490,719,8628,719,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1913,2013-10-22,17,492,723,8676,723,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1921,2013-10-23,17,494,723,8676,723,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1929,2013-10-24,17,496,723,8676,723,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1937,2013-10-25,17,498,722,8664,722,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1944,2013-10-26,17,500,5,60,5,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1952,2013-10-28,17,502,735,8820,735,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1960,2013-10-29,17,504,740,8880,740,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1968,2013-10-30,17,506,751,9012,751,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1976,2013-10-31,17,508,754,9048,754,Carton,1,White,2013-10-31,2013,4,10,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1984,2013-11-01,17,510,752,9024,752,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1990,2013-11-02,17,512,2,24,2,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,1996,2013-11-04,17,514,752,9024,752,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2004,2013-11-05,17,516,750,9000,750,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2012,2013-11-06,17,518,750,9000,750,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2020,2013-11-07,17,520,748,8976,748,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2028,2013-11-08,17,522,764,9168,764,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2033,2013-11-09,17,524,10,120,10,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2038,2013-11-11,17,525,776,9312,776,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2046,2013-11-12,17,527,774,9288,774,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2054,2013-11-13,17,529,772,9264,772,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2062,2013-11-14,17,531,775,9300,775,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2070,2013-11-15,17,533,778,9336,778,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2081,2013-11-18,17,536,783,9396,783,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2089,2013-11-19,17,538,781,9372,781,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2097,2013-11-20,17,540,779,9348,779,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2105,2013-11-21,17,542,792,9504,792,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2113,2013-11-22,17,544,790,9480,790,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2122,2013-11-25,17,547,787,9444,787,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2130,2013-11-26,17,549,799,9588,799,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2138,2013-11-27,17,551,805,9660,805,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2146,2013-11-28,17,553,806,9672,806,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2154,2013-11-29,17,555,804,9648,804,Carton,1,White,2013-11-30,2013,4,11,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2163,2013-12-02,17,558,816,9792,816,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2171,2013-12-03,17,560,824,9888,824,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2179,2013-12-04,17,562,832,9984,832,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2187,2013-12-05,17,564,836,10032,836,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2195,2013-12-06,17,566,850,10200,850,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2203,2013-12-09,17,568,857,10284,857,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2211,2013-12-10,17,570,855,10260,855,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2219,2013-12-11,17,572,853,10236,853,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2227,2013-12-12,17,574,860,10320,860,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2235,2013-12-13,17,576,868,10416,868,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2244,2013-12-16,17,579,865,10380,865,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2252,2013-12-17,17,581,868,10416,868,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2260,2013-12-18,17,583,869,10428,869,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2268,2013-12-19,17,585,868,10416,868,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2276,2013-12-20,17,587,866,10392,866,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2286,2013-12-23,17,591,871,10452,871,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2294,2013-12-24,17,593,869,10428,869,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2302,2013-12-25,17,595,867,10404,867,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2310,2013-12-26,17,597,866,10392,866,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2318,2013-12-27,17,599,867,10404,867,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2327,2013-12-30,17,602,864,10368,864,Carton,1,White,2013-12-31,2013,4,12,D
134,The Gu red shirt XML tag t-shirt (White) 5XL,Each,Carton,N/A,5XL,7,12,0,N/A,7,18,26.91,0.4,5,2335,2013-12-31,17,604,865,10380,865,Carton,1,White,2013-12-31,2013,4,12,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,17,2013-01-01,17,2,1,12,1,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,263,2013-01-17,17,51,6,72,6,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,268,2013-01-18,17,52,5,60,5,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,276,2013-01-21,17,56,1,12,1,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,285,2013-01-23,17,58,7,84,7,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,290,2013-01-24,17,59,25,300,25,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,295,2013-01-25,17,60,24,288,24,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,304,2013-01-28,17,63,21,252,21,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,311,2013-01-29,17,65,46,552,46,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,317,2013-01-30,17,67,48,576,48,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,323,2013-01-31,17,68,56,672,56,Carton,1,Black,2013-01-31,2013,1,1,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,329,2013-02-01,17,69,64,768,64,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,339,2013-02-04,17,71,65,780,65,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,345,2013-02-05,17,72,73,876,73,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,351,2013-02-06,17,73,76,912,76,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,356,2013-02-07,17,74,76,912,76,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,362,2013-02-08,17,75,75,900,75,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,365,2013-02-09,17,76,10,120,10,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,371,2013-02-11,17,77,83,996,83,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,377,2013-02-12,17,78,91,1092,91,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,383,2013-02-13,17,79,99,1188,99,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,390,2013-02-14,17,81,114,1368,114,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,397,2013-02-15,17,83,116,1392,116,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,407,2013-02-18,17,86,113,1356,113,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,414,2013-02-19,17,88,111,1332,111,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,421,2013-02-20,17,90,109,1308,109,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,428,2013-02-21,17,92,107,1284,107,Carton,1,Black,2013-02-28,2013,1,2,D
122,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,Carton,N/A,4XL,7,12,0,N/A,7,18,26.91,0.4,5,435,2013-02-22,17,94,105,1260,105,Carton,1,Black,2013-02-28,2013,1,2,D
